zone,date,PM2.5,PM10,NO2,SO2,CO,O3
Narela,2026-01-31,154.6,374.5,28.5,6.1,1.15,59.68
Narela,2026-02-01,136.7,311.0,16.4,7.5,0.9,8.9
Narela,2026-02-02,90.9,212.8,18.0,13.6,0.86,19.87
Narela,2026-02-03,87.2,218.5,25.4,9.9,1.26,63.71
Narela,2026-02-04,108.9,270.3,27.0,8.6,1.22,75.66
Narela,2026-02-05,75.1,197.5,23.9,8.9,1.2,87.3
Narela,2026-02-06,80.6,188.4,23.0,14.8,1.04,83.75
Narela,2026-02-07,115.3,190.8,22.5,12.8,1.13,80.99
Narela,2026-02-08,86.1,160.2,20.9,12.0,1.1,89.38
Narela,2026-02-09,172.7,306.8,38.1,16.7,1.24,132.94
Narela,2026-02-10,179.6,370.8,42.5,16.4,1.31,137.41
Narela,2026-02-11,144.4,275.8,32.2,17.3,1.06,92.06
Narela,2026-02-12,88.8,161.7,23.1,14.3,1.12,69.21
Narela,2026-02-13,113.2,203.1,30.6,10.6,1.21,82.11
Narela,2026-02-14,115.8,209.4,28.1,10.0,1.11,84.51
Narela,2026-02-15,118.5,198.3,24.5,11.0,1.06,26.4
Narela,2026-02-16,123.1,276.6,33.6,15.7,1.09,123.26
Narela,2026-02-17,146.2,321.9,35.7,11.2,1.2,96.6
Narela,2026-02-18,94.6,223.2,34.0,9.4,1.29,23.94
Narela,2026-02-19,84.5,217.9,27.1,8.9,1.1,109.44
Narela,2026-02-20,62.0,155.2,21.5,13.4,0.98,71.49
Narela,2026-02-21,81.3,189.0,20.1,12.2,1.09,82.19
Narela,2026-02-22,98.4,224.9,25.6,13.4,1.21,98.97
Narela,2026-02-23,109.8,268.7,33.2,11.0,1.19,108.61
Narela,2026-02-24,98.6,224.7,27.3,7.6,1.1,88.56
Narela,2026-02-25,104.3,246.1,28.8,11.3,1.07,105.61
Narela,2026-02-26,82.2,187.3,26.1,10.2,1.0,77.91
Narela,2026-02-27,82.0,201.3,31.0,13.2,1.23,89.86
Narela,2026-02-28,116.0,255.0,33.1,14.6,1.06,91.95
Narela,2026-03-01,82.5,196.2,28.2,16.2,1.32,30.35
Narela,2026-03-02,95.8,194.4,15.7,15.3,1.33,77.7
Narela,2026-03-03,78.7,166.7,10.9,13.3,1.27,77.36
Narela,2026-03-05,58.8,141.1,9.2,12.6,1.21,44.27
Narela,2026-03-06,86.9,192.2,17.6,17.2,1.66,46.94
Narela,2026-03-07,132.0,272.2,31.2,9.6,1.75,35.79
Narela,2026-03-08,125.2,263.5,23.8,13.5,1.87,30.19
Narela,2026-03-09,100.6,206.2,20.8,13.3,1.69,30.5
Narela,2026-03-10,119.9,242.9,26.5,17.1,1.63,77.84
Narela,2026-03-11,128.8,271.0,22.8,14.1,1.44,44.51
Narela,2026-03-12,107.7,235.4,23.8,20.4,1.26,66.0
Narela,2026-03-13,46.3,137.2,11.6,12.2,1.14,42.82
Narela,2026-03-14,96.7,205.8,20.4,18.1,1.36,67.09
Narela,2026-03-15,71.5,171.5,18.8,6.3,1.15,58.91
Narela,2026-03-16,47.0,137.7,15.0,12.2,1.12,100.47
Narela,2026-03-17,83.2,190.3,21.1,19.2,1.14,92.97
Narela,2026-03-18,86.8,199.1,20.1,15.2,1.11,123.96
Narela,2026-03-19,55.3,109.6,16.6,10.8,1.12,50.31
Narela,2026-03-20,47.0,82.9,12.3,8.6,1.09,32.34
Narela,2026-03-21,58.2,109.6,17.8,11.5,1.16,54.71
Narela,2026-03-22,70.1,138.8,17.2,11.1,1.07,60.59
Narela,2026-03-23,58.7,130.1,21.4,8.8,1.4,45.59
Narela,2026-03-24,84.5,180.5,19.5,15.1,0.82,58.9
Narela,2026-03-25,107.8,201.6,19.8,17.4,0.88,65.26
Narela,2026-03-26,98.2,220.4,24.5,14.1,0.83,72.1
Narela,2026-03-27,61.8,149.9,17.6,15.2,0.75,57.39
Narela,2026-03-28,92.2,183.2,19.3,16.2,1.27,59.86
Narela,2026-03-29,102.0,245.8,24.5,14.5,1.37,94.94
Narela,2026-03-30,77.8,230.3,22.6,16.5,1.43,40.27
Narela,2026-03-31,77.6,170.5,19.9,14.4,1.16,32.36
Narela,2026-04-01,46.7,133.4,20.0,11.5,1.1,84.0
Narela,2026-04-02,76.6,197.9,23.3,16.3,1.08,109.94
Narela,2026-04-03,95.3,296.3,16.4,11.1,0.99,47.34
Narela,2026-04-04,61.0,141.5,18.8,11.4,1.16,25.46
Narela,2026-04-05,51.9,127.8,14.8,13.0,1.04,61.89
Narela,2026-04-06,59.3,140.6,17.4,11.9,1.13,74.49
Narela,2026-04-07,47.0,116.3,15.2,9.8,1.1,40.04
Narela,2026-04-08,42.3,81.8,9.4,6.0,1.04,52.62
Narela,2026-04-09,63.2,157.4,20.3,12.6,1.1,71.54
Narela,2026-04-10,56.5,169.9,13.0,6.4,1.0,47.79
Narela,2026-04-11,59.3,174.4,17.1,13.7,1.18,46.04
Narela,2026-04-12,58.5,173.9,15.2,7.4,1.07,46.14
Narela,2026-04-13,53.8,171.7,20.9,12.9,0.88,53.62
Narela,2026-04-14,94.3,237.9,30.0,13.2,0.81,57.71
Narela,2026-04-15,111.8,256.3,29.1,3.8,0.84,51.79
Narela,2026-04-16,157.7,331.8,38.4,10.8,1.07,59.33
Narela,2026-04-17,149.3,370.0,38.9,25.1,1.2,89.18
Narela,2026-04-18,99.2,325.5,54.7,17.1,2.4,8.6
Narela,2026-04-19,150.1,320.8,28.6,27.9,1.57,72.19
Narela,2026-04-20,69.1,243.0,19.3,15.8,1.31,60.22
Narela,2026-04-21,75.9,269.6,17.3,17.8,1.41,70.26
Narela,2026-04-22,117.0,306.6,23.5,31.0,1.44,76.76
Narela,2026-04-23,114.0,255.6,26.1,22.6,1.41,46.41
Narela,2026-04-24,142.5,341.7,30.5,27.6,1.42,79.99
Narela,2026-04-25,93.3,319.1,21.8,22.8,0.97,65.9
Narela,2026-04-26,102.2,307.0,17.7,23.2,0.94,64.19
Narela,2026-04-27,125.6,289.3,18.5,29.6,1.21,71.14
Narela,2026-04-28,73.8,303.3,13.9,20.6,1.46,50.29
Narela,2026-04-29,53.1,163.3,18.8,13.2,1.44,52.75
Narela,2026-04-30,95.5,239.7,33.5,17.8,1.6,46.71
Narela,2026-05-01,63.8,166.9,15.5,17.3,1.45,62.19
Narela,2026-05-02,86.0,212.3,19.5,12.8,1.41,33.91
Narela,2026-05-03,66.2,212.0,14.5,11.3,1.47,48.93
Narela,2026-05-04,29.3,109.1,9.0,8.3,1.36,44.3
Narela,2026-05-05,40.5,96.6,13.3,12.8,1.4,48.91
Narela,2026-05-06,59.5,141.7,20.5,11.9,1.41,68.26
Narela,2026-05-07,41.6,99.7,15.3,11.9,0.79,58.77
Narela,2026-05-08,53.6,126.0,13.9,11.9,0.85,61.88
Narela,2026-05-09,83.3,191.0,18.0,22.2,0.95,67.0
Narela,2026-05-10,75.9,183.6,17.0,13.2,1.02,66.84
Narela,2026-05-11,74.3,180.4,17.1,17.6,0.91,77.65
Narela,2026-05-12,88.2,226.9,18.0,16.2,0.95,57.7
Narela,2026-05-13,72.0,200.2,12.2,12.5,0.91,40.9
Narela,2026-05-14,73.6,208.4,16.2,14.3,0.91,53.13
Narela,2026-05-15,60.3,169.5,20.2,9.5,1.06,37.55
Narela,2026-05-16,87.3,216.3,17.8,19.8,0.87,33.26
Narela,2026-05-17,78.9,257.7,13.4,21.7,0.91,28.31
Narela,2026-05-18,71.1,248.3,13.5,15.0,0.78,31.75
Narela,2026-05-19,78.7,272.5,19.1,20.7,0.99,28.74
Narela,2026-05-20,61.8,192.9,17.8,13.4,0.79,26.7
Narela,2026-05-21,61.3,299.6,12.2,15.8,0.72,22.81
Narela,2026-05-22,64.0,251.4,16.3,19.3,0.88,10.28
Narela,2026-05-23,92.9,306.3,18.4,19.0,0.93,7.69
Narela,2026-05-24,85.8,271.9,19.1,22.2,0.91,8.92
Narela,2026-05-25,102.2,413.5,21.5,16.8,0.91,7.64
Narela,2026-05-26,93.7,272.9,14.1,19.5,0.88,12.24
Narela,2026-05-27,76.2,252.3,19.4,12.6,0.95,12.53
Narela,2026-05-28,95.1,295.9,18.3,18.9,1.03,15.25
Narela,2026-05-29,31.5,120.7,11.9,6.5,0.76,14.24
Narela,2026-05-30,27.2,112.0,10.1,8.1,0.76,13.96
Narela,2026-05-31,29.2,84.8,8.9,8.0,0.8,12.91
Narela,2026-06-01,47.5,118.5,9.8,14.3,0.92,16.6
Narela,2026-06-02,69.9,152.4,11.4,15.9,0.9,14.28
Narela,2026-06-03,75.3,190.1,25.2,11.7,1.03,15.51
Narela,2026-06-04,74.5,219.8,19.7,8.8,0.88,12.61
Narela,2026-06-05,70.0,255.0,6.3,3.7,0.8,8.4
Narela,2026-06-06,86.7,230.2,20.6,20.6,0.93,14.8
Narela,2026-06-07,64.3,205.8,10.1,16.1,0.64,19.0
Narela,2026-06-08,52.9,163.0,9.2,19.5,0.66,8.1
Narela,2026-06-09,76.5,333.1,6.8,8.2,0.59,29.8
Narela,2026-06-10,66.8,233.8,11.3,8.7,0.61,19.02
Narela,2026-06-11,57.3,180.4,13.2,6.1,0.66,25.23
Narela,2026-06-12,22.5,57.7,10.2,6.2,0.75,26.12
Narela,2026-06-13,43.2,133.1,15.0,8.9,0.82,29.12
Narela,2026-06-14,83.3,241.7,21.3,15.3,0.9,21.84
Narela,2026-06-15,57.2,168.3,17.0,10.5,0.72,15.8
Narela,2026-06-16,32.9,109.8,19.6,9.3,0.77,12.86
Narela,2026-06-17,36.2,118.5,12.4,17.8,0.75,22.99
Narela,2026-06-18,58.2,191.6,13.9,18.6,0.94,18.83
Narela,2026-06-19,52.4,170.3,12.2,15.3,0.7,28.51
Narela,2026-06-20,57.0,168.7,14.7,19.9,0.75,20.6
Narela,2026-06-21,45.1,132.5,12.7,12.7,0.67,16.84
Narela,2026-06-22,48.6,300.7,15.7,12.6,0.69,18.64
Narela,2026-06-23,74.0,217.6,20.8,22.7,0.77,18.25
Narela,2026-06-24,50.5,153.5,20.6,12.0,0.73,37.96
Narela,2026-06-25,68.8,206.1,23.3,18.1,0.91,6.34
Narela,2026-06-26,38.7,123.0,17.0,10.6,0.78,7.77
Narela,2026-06-27,58.0,173.9,19.5,13.2,0.95,5.73
Narela,2026-06-28,57.8,182.5,20.8,11.8,0.89,3.0
Narela,2026-06-29,59.1,197.6,21.3,12.0,0.9,8.01
Narela,2026-06-30,68.5,234.2,17.1,10.0,0.9,9.71
Narela,2026-07-01,30.1,97.5,16.2,8.7,0.88,9.93
Narela,2026-07-02,37.9,109.3,17.4,10.3,0.97,11.8
Narela,2026-07-03,48.4,126.9,16.0,7.9,1.1,13.56
Narela,2026-07-04,92.8,181.5,21.8,8.0,1.4,7.9
Narela,2026-07-05,72.6,135.8,24.9,11.5,1.07,8.18
Narela,2026-07-06,47.9,121.7,16.5,12.0,0.86,9.35
Narela,2026-07-07,36.9,93.8,17.0,11.3,0.78,8.25
Narela,2026-07-08,28.5,64.5,11.9,10.7,0.8,7.87
Narela,2026-07-09,19.9,71.3,14.0,15.9,1.1,8.97
Narela,2026-07-10,21.5,72.6,11.7,14.3,1.26,29.55
Narela,2026-07-11,43.5,252.0,14.7,12.7,1.65,18.8
Narela,2026-07-12,61.0,410.5,13.7,12.1,1.14,21.36
Narela,2026-07-13,33.6,195.5,11.2,12.6,0.98,30.34
Narela,2026-07-14,32.3,165.8,10.9,11.7,0.85,15.54
Narela,2026-07-15,38.0,182.0,16.7,12.7,0.89,22.14
Narela,2026-07-16,47.6,234.2,15.5,10.3,0.72,28.57
Narela,2026-07-17,51.1,235.7,22.0,13.3,0.89,35.9
Narela,2026-07-18,44.6,220.8,21.3,10.1,0.94,31.52
Narela,2026-07-19,53.5,203.3,15.7,10.2,0.9,28.68
Narela,2026-07-20,49.7,134.2,12.4,7.1,0.84,15.84
Narela,2026-07-21,16.0,46.0,7.1,9.1,0.3,6.4
Okhla,2025-10-01,30.5,92.9,40.1,7.5,0.99,23.27
Okhla,2025-10-02,42.3,116.8,37.4,7.1,0.98,110.61
Okhla,2025-10-03,25.8,79.7,35.0,6.9,0.94,121.64
Okhla,2025-10-04,62.2,188.0,61.3,10.3,2.2,112.78
Okhla,2025-10-05,57.3,160.5,64.9,6.2,1.34,134.64
Okhla,2025-10-06,29.7,99.6,58.3,5.6,0.85,35.47
Okhla,2025-10-07,16.1,50.0,39.8,3.5,0.95,109.73
Okhla,2025-10-08,34.7,96.3,48.1,6.8,1.23,77.37
Okhla,2025-10-09,35.4,133.5,46.6,6.5,1.01,126.23
Okhla,2025-10-10,58.5,219.3,64.0,11.5,1.49,190.36
Okhla,2025-10-11,70.4,233.6,66.4,9.8,1.95,131.41
Okhla,2025-10-12,56.6,193.8,65.3,11.5,0.95,153.85
Okhla,2025-10-13,68.8,217.1,69.4,12.4,1.21,186.89
Okhla,2025-10-14,70.3,227.5,79.0,12.8,1.57,132.63
Okhla,2025-10-15,95.5,304.5,70.7,9.0,2.82,97.12
Okhla,2025-10-16,98.4,286.5,64.1,8.9,2.37,160.29
Okhla,2025-10-17,107.4,276.4,64.1,9.5,2.22,167.92
Okhla,2025-10-18,105.9,258.4,58.3,9.6,1.72,164.12
Okhla,2025-10-19,166.7,333.2,92.6,11.2,1.65,183.97
Okhla,2025-10-20,295.6,381.2,68.9,24.2,3.65,137.19
Okhla,2025-10-21,232.1,361.2,63.1,34.4,2.4,81.79
Okhla,2025-10-22,213.1,351.5,69.4,15.6,2.35,102.09
Okhla,2025-10-23,136.2,265.6,73.6,16.3,2.05,139.14
Okhla,2025-10-24,135.7,303.8,86.4,16.6,2.56,119.76
Okhla,2025-10-25,135.7,321.5,111.3,18.7,2.9,143.4
Okhla,2025-10-26,157.7,347.9,104.3,11.2,3.5,145.57
Okhla,2025-10-27,145.8,300.4,81.6,12.2,2.27,88.36
Okhla,2025-10-28,136.0,252.4,71.8,15.4,2.21,107.84
Okhla,2025-10-29,145.2,255.7,83.9,13.6,3.65,123.66
Okhla,2025-10-30,187.2,315.3,86.5,9.1,4.13,57.59
Okhla,2025-10-31,96.5,175.8,66.1,8.1,2.39,56.1
Okhla,2025-11-01,208.9,337.9,86.6,10.7,3.51,94.89
Okhla,2025-11-02,132.0,248.6,107.6,12.5,1.96,35.17
Okhla,2025-11-03,131.4,290.7,87.5,13.2,3.25,100.65
Okhla,2025-11-04,129.8,302.7,78.2,9.8,2.58,91.23
Okhla,2025-11-05,89.5,193.4,66.7,14.6,1.24,116.59
Okhla,2025-11-06,186.6,307.7,89.1,16.6,1.54,121.84
Okhla,2025-11-07,201.8,336.5,98.0,20.1,2.0,135.99
Okhla,2025-11-08,254.4,423.4,115.9,21.0,2.61,135.99
Okhla,2025-11-09,204.2,327.3,107.8,19.0,1.82,141.11
Okhla,2025-11-10,258.8,412.6,117.6,20.7,1.97,139.84
Okhla,2025-11-11,206.5,363.7,124.0,15.5,1.61,161.33
Okhla,2025-11-12,350.4,538.5,113.7,17.2,3.29,87.81
Okhla,2025-11-13,288.4,454.2,112.1,18.8,2.48,123.59
Okhla,2025-11-14,204.5,373.1,107.1,17.4,1.67,124.75
Okhla,2025-11-15,243.4,399.5,111.9,15.8,2.21,132.57
Okhla,2025-11-16,216.1,352.9,105.4,16.6,2.03,129.79
Okhla,2025-11-17,194.9,360.0,114.2,15.9,4.15,139.83
Okhla,2025-11-18,230.1,423.1,146.3,18.3,3.82,144.43
Okhla,2025-11-19,273.0,477.9,177.0,20.5,3.73,153.72
Okhla,2025-11-20,251.3,434.6,182.5,17.1,4.27,136.15
Okhla,2025-11-21,223.0,383.0,140.8,14.3,4.08,137.21
Okhla,2025-11-22,213.6,371.4,137.7,11.0,3.75,127.4
Okhla,2025-11-23,246.9,422.9,136.9,14.2,5.15,128.5
Okhla,2025-11-24,207.7,382.1,130.7,13.3,3.85,133.13
Okhla,2025-11-25,184.5,340.0,127.6,13.7,4.03,117.03
Okhla,2025-11-26,191.0,366.0,149.3,13.2,2.4,7.7
Okhla,2025-12-01,169.2,329.0,138.2,10.5,3.71,120.31
Okhla,2025-12-02,299.8,532.3,158.9,17.3,6.23,145.34
Okhla,2025-12-03,160.1,301.4,147.6,10.0,2.56,92.87
Okhla,2025-12-04,173.2,303.4,146.1,8.9,2.83,112.59
Okhla,2025-12-05,176.8,310.0,151.9,10.1,3.4,120.66
Okhla,2025-12-06,160.1,272.8,139.1,8.4,2.53,84.21
Okhla,2025-12-07,156.1,263.4,128.7,8.3,2.3,76.01
Okhla,2025-12-08,141.1,269.6,145.5,8.8,2.94,80.61
Okhla,2025-12-09,118.0,230.2,164.7,10.4,3.05,85.41
Okhla,2025-12-10,113.3,232.4,196.5,11.8,2.94,66.14
Okhla,2025-12-11,153.5,309.6,185.6,15.7,5.89,86.06
Okhla,2025-12-12,221.0,409.1,193.0,20.5,6.53,111.74
Okhla,2025-12-13,375.7,579.7,166.7,21.8,10.7,114.47
Okhla,2025-12-14,431.7,600.8,140.2,14.0,4.3,71.96
Okhla,2025-12-15,291.9,400.6,142.5,9.9,3.38,39.97
Okhla,2025-12-16,169.8,281.5,145.5,11.5,2.02,107.31
Okhla,2025-12-17,186.7,284.5,134.0,10.3,3.07,97.09
Okhla,2025-12-18,291.3,419.0,114.4,10.9,4.21,67.37
Okhla,2025-12-19,248.0,346.0,126.9,10.5,4.88,78.34
Okhla,2025-12-20,319.5,412.3,107.5,11.2,4.33,9.15
Okhla,2025-12-21,230.2,313.8,80.1,4.5,1.96,29.52
Okhla,2025-12-22,300.4,440.6,110.5,6.2,3.9,77.28
Okhla,2025-12-23,302.6,409.3,118.3,11.5,5.52,96.11
Okhla,2025-12-24,118.8,187.1,103.4,7.2,2.06,91.22
Okhla,2025-12-25,126.6,259.2,133.6,12.4,2.96,126.36
Okhla,2025-12-26,223.7,376.2,135.4,14.0,3.67,116.47
Okhla,2025-12-27,296.9,393.2,138.9,14.6,7.12,127.95
Okhla,2025-12-28,331.3,419.8,126.5,14.2,6.12,25.0
Okhla,2025-12-29,248.1,309.3,95.6,7.4,3.91,54.98
Okhla,2025-12-30,221.1,317.9,140.9,9.4,4.92,75.31
Okhla,2025-12-31,260.6,401.0,110.6,10.5,5.57,27.97
Okhla,2026-01-01,238.2,329.2,92.8,6.5,4.0,40.83
Okhla,2026-01-02,98.4,150.5,87.8,5.4,2.6,63.65
Okhla,2026-01-03,147.4,225.3,107.8,7.7,3.07,67.37
Okhla,2026-01-04,155.1,224.7,95.2,7.7,3.37,74.56
Okhla,2026-01-05,131.6,205.8,113.0,11.4,3.62,79.53
Okhla,2026-01-06,182.8,252.0,120.6,8.9,2.83,28.06
Okhla,2026-01-07,168.3,267.6,131.3,8.2,3.65,72.84
Okhla,2026-01-08,190.0,284.7,141.2,10.0,5.21,82.38
Okhla,2026-01-09,271.2,368.1,166.0,20.0,4.96,65.89
Okhla,2026-01-10,187.5,284.5,147.2,9.3,3.87,82.89
Okhla,2026-01-11,167.1,226.1,134.4,7.8,3.27,92.71
Okhla,2026-01-12,156.8,263.5,152.3,13.0,5.01,115.19
Okhla,2026-01-13,161.4,386.0,141.9,15.4,6.53,93.37
Okhla,2026-01-14,215.7,293.3,92.6,5.7,2.1,96.18
Okhla,2026-01-15,228.8,305.6,88.5,7.0,3.07,107.69
Okhla,2026-01-16,208.2,367.2,99.7,12.3,4.6,140.53
Okhla,2026-01-17,322.8,543.0,90.6,13.1,4.95,151.01
Okhla,2026-01-18,310.8,464.7,84.5,9.4,4.45,138.35
Okhla,2026-01-19,286.9,438.0,126.0,11.7,4.52,173.29
Okhla,2026-01-20,238.8,358.5,107.5,11.0,4.77,132.32
Okhla,2026-01-21,186.1,328.0,96.0,14.8,3.97,123.53
Okhla,2026-01-22,192.6,360.1,114.6,21.4,6.83,145.39
Okhla,2026-01-23,144.3,210.9,66.3,3.6,2.66,99.46
Okhla,2026-01-24,71.3,203.5,77.0,7.2,2.53,77.99
Okhla,2026-01-25,86.7,178.3,91.0,7.2,2.5,117.55
Okhla,2026-01-26,140.1,236.0,110.2,11.8,3.09,175.09
Okhla,2026-01-27,215.9,342.8,119.1,13.6,4.87,47.26
Okhla,2026-01-28,149.6,232.2,96.3,9.1,2.61,61.5
Okhla,2026-01-29,113.2,169.9,86.6,8.0,3.26,79.71
Okhla,2026-01-30,113.7,176.2,103.3,11.5,2.77,116.08
Okhla,2026-01-31,192.0,256.3,82.7,15.6,0.4,111.08
Okhla,2026-02-01,123.5,173.0,82.3,13.6,2.96,63.64
Okhla,2026-02-02,146.3,204.2,83.4,9.8,3.28,48.7
Okhla,2026-02-03,166.9,248.7,100.6,11.0,3.9,153.71
Okhla,2026-02-04,203.3,318.8,107.3,12.5,4.92,149.71
Okhla,2026-02-05,119.0,225.7,111.0,8.5,3.24,151.71
Okhla,2026-02-06,104.8,209.6,110.4,14.3,2.61,116.73
Okhla,2026-02-07,101.4,199.4,92.7,10.8,2.87,112.51
Okhla,2026-02-08,87.0,176.1,95.1,12.2,3.09,119.85
Okhla,2026-02-09,134.7,297.2,115.6,15.7,3.9,128.66
Okhla,2026-02-10,159.5,360.3,98.8,13.2,2.23,128.54
Okhla,2026-02-11,145.7,306.7,93.8,11.7,3.65,129.29
Okhla,2026-02-12,71.1,173.8,71.9,11.2,2.43,108.47
Okhla,2026-02-13,80.6,185.1,86.7,11.1,2.35,105.0
Okhla,2026-02-14,106.1,229.0,74.6,13.6,3.02,149.11
Okhla,2026-02-16,87.7,253.1,60.6,10.9,1.3,148.03
Okhla,2026-02-17,87.5,246.8,67.5,9.0,1.73,119.55
Okhla,2026-02-18,106.9,268.4,71.4,9.8,2.42,36.7
Okhla,2026-02-19,98.0,199.7,45.5,8.6,3.58,185.26
Okhla,2026-02-20,91.8,196.1,54.7,5.5,2.19,148.45
Okhla,2026-02-21,102.5,215.3,55.5,5.5,4.0,137.94
Okhla,2026-02-22,99.6,194.2,48.7,3.7,1.13,168.65
Okhla,2026-02-23,97.6,224.1,40.6,4.3,1.35,161.33
Okhla,2026-02-24,89.1,243.5,68.3,8.9,6.01,155.2
Okhla,2026-02-25,92.7,247.7,78.5,9.9,2.88,119.64
Okhla,2026-02-26,73.2,202.7,70.1,12.8,1.85,91.49
Okhla,2026-02-27,72.8,248.1,73.4,13.4,2.45,116.9
Okhla,2026-02-28,83.2,255.0,66.1,14.4,2.55,113.74
Okhla,2026-03-01,78.8,221.6,90.9,14.9,3.9,47.9
Okhla,2026-03-02,93.9,229.3,57.5,18.7,1.77,96.73
Okhla,2026-03-03,81.7,224.0,49.1,16.6,1.73,90.68
Okhla,2026-03-05,59.8,194.9,58.7,15.7,2.67,61.72
Okhla,2026-03-06,69.5,208.4,54.2,14.1,2.48,143.99
Okhla,2026-03-07,123.3,303.2,65.0,12.1,3.18,170.59
Okhla,2026-03-08,75.7,234.6,55.5,12.7,2.25,159.67
Okhla,2026-03-09,92.3,225.8,60.5,14.0,1.92,122.38
Okhla,2026-03-10,103.6,258.6,69.1,16.5,2.22,132.0
Okhla,2026-03-11,96.1,325.0,78.0,11.3,1.99,120.16
Okhla,2026-03-12,68.0,257.2,75.9,14.8,1.07,110.12
Okhla,2026-03-13,29.2,139.8,39.4,12.7,0.21,91.67
Okhla,2026-03-14,57.1,174.3,59.5,15.7,1.43,104.31
Okhla,2026-03-15,61.8,203.3,46.5,13.9,1.23,82.54
Okhla,2026-03-16,44.0,143.0,41.4,11.8,1.31,82.91
Okhla,2026-03-17,67.6,192.7,60.3,15.8,1.1,160.5
Okhla,2026-03-18,87.2,206.3,55.9,24.2,1.22,123.6
Okhla,2026-03-19,59.8,120.9,50.6,5.3,1.74,64.07
Okhla,2026-03-20,44.4,75.9,48.7,11.2,1.91,56.3
Okhla,2026-03-21,54.5,148.8,53.2,11.0,2.01,92.73
Okhla,2026-03-22,61.0,153.9,61.1,12.5,1.63,72.69
Okhla,2026-03-23,48.2,124.1,62.0,12.4,1.17,87.15
Okhla,2026-03-24,59.2,152.9,57.4,13.1,1.01,83.45
Okhla,2026-03-25,79.4,189.4,69.6,14.0,0.88,88.44
Okhla,2026-03-26,51.7,174.0,70.4,18.2,1.01,156.29
Okhla,2026-03-27,43.6,131.3,68.8,18.5,1.69,104.51
Okhla,2026-03-28,57.7,157.4,59.7,18.2,1.2,127.16
Okhla,2026-03-29,55.1,195.1,39.0,18.5,3.7,117.81
Okhla,2026-03-30,58.5,246.1,69.8,16.3,1.33,76.33
Okhla,2026-03-31,32.9,117.8,46.3,7.8,1.14,76.09
Okhla,2026-04-01,53.0,140.7,63.7,15.4,1.21,96.76
Okhla,2026-04-02,81.9,236.9,83.6,21.7,1.99,113.9
Okhla,2026-04-03,74.6,328.2,56.1,9.2,0.95,74.77
Okhla,2026-04-04,43.5,129.1,59.6,16.9,1.56,104.96
Okhla,2026-04-05,47.3,143.7,55.2,15.8,0.72,93.67
Okhla,2026-04-06,39.0,130.5,61.3,14.1,0.8,94.57
Okhla,2026-04-07,32.4,93.3,54.0,12.3,0.94,38.31
Okhla,2026-04-08,27.8,70.0,33.9,14.4,0.72,94.69
Okhla,2026-04-09,45.8,119.7,53.6,19.3,1.41,84.87
Okhla,2026-04-10,40.9,153.3,45.5,22.4,0.83,138.46
Okhla,2026-04-11,35.5,135.4,40.0,20.4,0.77,131.32
Okhla,2026-04-12,46.9,143.2,46.7,20.1,1.04,37.31
Okhla,2026-04-13,43.7,156.1,72.0,20.9,0.94,41.9
Okhla,2026-04-14,49.0,172.3,93.1,20.0,1.48,54.13
Okhla,2026-04-15,69.0,220.9,92.9,21.7,1.65,54.5
Okhla,2026-04-16,85.6,286.2,90.8,26.6,1.82,57.3
Okhla,2026-04-17,130.7,388.1,84.2,35.4,1.72,50.05
Okhla,2026-04-18,107.8,429.6,144.8,35.5,10.0,5.4
Okhla,2026-04-19,113.3,298.9,80.3,30.2,2.0,51.26
Okhla,2026-04-20,54.5,220.6,87.6,25.1,1.73,35.83
Okhla,2026-04-21,54.2,218.5,75.6,32.6,1.3,44.36
Okhla,2026-04-22,59.8,234.8,83.4,30.1,1.86,44.66
Okhla,2026-04-23,57.5,240.5,98.6,22.9,3.0,21.29
Okhla,2026-04-24,79.5,264.7,91.0,23.2,2.7,50.76
Okhla,2026-04-25,78.1,268.4,72.1,28.7,2.06,48.87
Okhla,2026-04-26,72.7,234.4,43.5,22.2,1.69,49.99
Okhla,2026-04-27,53.1,207.1,36.0,14.8,1.75,60.53
Okhla,2026-04-28,36.1,260.6,24.3,15.7,1.74,51.06
Okhla,2026-04-29,35.8,171.3,27.9,18.4,4.05,43.23
Okhla,2026-04-30,55.0,159.0,20.2,20.6,0.0,42.74
Okhla,2026-05-01,43.9,117.4,17.7,14.3,1.14,60.13
Okhla,2026-05-02,63.3,208.4,28.5,14.7,1.14,31.61
Okhla,2026-05-03,41.4,167.3,20.6,14.7,1.02,54.19
Okhla,2026-05-04,16.8,57.5,15.2,14.2,0.93,41.84
Okhla,2026-05-05,30.4,80.1,18.5,13.8,0.99,50.93
Okhla,2026-05-06,61.5,154.6,40.8,13.6,1.46,77.78
Okhla,2026-05-07,34.2,101.1,18.0,15.0,0.7,53.39
Okhla,2026-05-08,38.7,96.3,16.3,14.1,1.05,52.88
Okhla,2026-05-09,51.5,143.6,24.3,12.8,1.07,60.77
Okhla,2026-05-10,54.4,151.4,24.0,8.8,1.02,63.21
Okhla,2026-05-11,62.5,183.5,25.7,8.9,1.35,60.35
Okhla,2026-05-12,65.2,177.9,24.2,9.4,1.01,162.67
Okhla,2026-05-13,64.3,195.7,30.8,10.4,2.97,97.52
Okhla,2026-05-14,36.1,139.8,21.3,10.8,0.29,67.87
Okhla,2026-05-15,59.0,179.0,34.6,18.1,0.86,66.78
